강원도 강릉시 교동,강릉교동롯데캐슬1단지,34300.0
강원도 강릉시 교동,교동이-편한세상,32500.0
강원도 원주시 무실동,무실e-편한세상,37000.0
강원도 원주시 무실동,무실e-편한세상,44600.0
강원도 원주시 반곡동,원주반곡아이파크,40700.0
강원도 원주시 판부면 서곡리,원주더샾아파트,34000.0
강원도 춘천시 석사동,현진에버빌2차,35500.0
강원도 춘천시 석사동,현진에버빌2차,31200.0
강원도 춘천시 우두동,롯데인벤스,36500.0
강원도 춘천시 퇴계동,휴먼시아남춘천1단지,34000.0
강원도 춘천시 후평동,춘천더샵,30900.0
